Nama Dosen,Bidang,Judul Publikasi,Authors,Citation,Year,Judul Publikasi English
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,Development of Mobile Butterfly Application-Based Augmented Reality as an Alternative Learning Medium During Post COVID-19,"AE Permanasari, S Fauziati, BMAF Darmawan, I Langit, ML Hakim, ...",,2022,Development of Mobile Butterfly Application-Based Augmented Reality as an Alternative Learning Medium During Post COVID-19
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,A Minimum Error-Based PCA for Improving Classifier Performance in Detecting Financial Fraud,"BN Pambudi, S Fauziati, I Hidayah",,2022,A Minimum Error-Based PCA for Improving Classifier Performance in Detecting Financial Fraud
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,Systematic Literature Review: Stock Price Prediction Using Machine Learning and Deep Learning,"GY Dopi, R Hartanto, S Fauziati",,2021,Systematic Literature Review: Stock Price Prediction Using Machine Learning and Deep Learning
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,TRANSFORMASI DIGITAL: WAJAH BARU PELAYANAN ADMINISTRASI KEPENDUDUKAN DI KOTA YOGYAKARTA,"DS Putra, S Selo, S Fauziati",,2021,DIGITAL TRANSFORMATION: THE NEW FACE OF POPULATION ADMINISTRATION SERVICES IN THE CITY OF YOGYAKARTA
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,Utilization of Whittaker-Henderson Smoothing Method for Improving Neural Network Forecasting Accuracy,"H Pratyaksa, AE Permanasari, S Fauziati",,2021,Utilization of Whittaker-Henderson Smoothing Method for Improving Neural Network Forecasting Accuracy
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,Regresi Linear untuk Mengurangi Bias Sistem Penilaian Uraian Singkat,"S Fauziati, AE Permanasari, I Hidayah, EW Nugroho, BR Dewangga",,2021,Linear Regression to Reduce Grading System Bias Brief Description
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,Peningkatan Performa Prediksi Daerah Potensi Penangkapan Ikan Dengan Metode Threshold Adaptif,"RK Hadi, R Hartanto, S Fauziati",,2020,Improving the Prediction Performance of Potential Fishing Areas Using the Adaptive Threshold Method
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,Analisis Penerapan Knowledge Management System Berbasis Gamifikasi Terhadap Budaya Knowledge Sharing,"R Hidayad, S Fauziati, E Nugroho",,2019,Analysis of the Application of Gamification-Based Knowledge Management System to Knowledge Sharing Culture
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,Analysis Distribution of Traders and Population Density using Exploratory Spatial Data Analysis (Case: Dharmasraya District of West Sumatera Province),"B Kharsananda, AE Permanasari, S Fauziati",,2018,Analysis Distribution of Traders and Population Density using Exploratory Spatial Data Analysis (Case: Dharmasraya District of West Sumatera Province)
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,Development of a Web-Based Convergent Hospital Billing System,"EP Adhistya, S Fauziati, AK Candri",,2018,Development of a Web-Based Convergent Hospital Billing System
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,Perancangan Sistem Kolaborasi Online Pelaporan Kinerja Dosen Menggunakan Layanan Cloud (Pada Poltekkes Kemenkes Yogyakarta),"F Firlina, WW Winarno, S Fauziati",,2017,Design of an Online Collaborative System for Lecturer Performance Reporting Using Cloud Services (At the Yogyakarta Ministry of Health Poltekkes)
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,Analisis Faktor–faktor Dalam Pengelolaan Konten Website Pada Pemerintah Daerah Kabupaten Semarang,"K Aulia, R Hartanto, S Fauziati",,2016,Analysis of Factors in Website Content Management in the Regional Government of Semarang Regency
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,STRATEGI IMPLEMENTASI E-LEARNING DENGAN QUANTITATIVE STRATEGIC PLANNING MATRIX PADA PELATIHAN KERJA (STUDI KASUS: BLKI SEMARANG),"SI Permana, S Fauziati, I Hidayah",,2015,E-LEARNING IMPLEMENTATION STRATEGY WITH QUANTITATIVE STRATEGIC PLANNING MATRIX IN JOB TRAINING (CASE STUDY: BLKI SEMARANG)
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,"ANALISIS PENGARUH SELEKSI FITUR PADA KLASIFIKASI KONSENTRASI SPERMA BERDASARKAN FAKTOR FAKTOR LINGKUNGAN, KESEHATAN, DAN GAYA HIDUP","N Noviati, S Fauziati, I Hidayah",,2015,"ANALYSIS OF THE INFLUENCE OF FEATURE SELECTION ON SPERM CONCENTRATION CLASSIFICATION BASED ON ENVIRONMENTAL, HEALTH, AND LIFESTYLE FACTORS"
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,PENENTUAN PRIORITAS PILOT PROJECT IMPLEMENTASI SISTEM E-AUDIT DENGAN PENDEKATAN ANALYTICAL HIERARCHY PROCESS (STUDI KASUS: BPK RI),"C Setiawan, S Fauziati, WW Winarno",,2014,DETERMINING THE PRIORITY OF PILOT PROJECT IMPLEMENTATION OF E-AUDIT SYSTEM USING THE ANALYTICAL HIERARCHY PROCESS APPROACH (CASE STUDY: BPK RI)
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,Aplikasi Mobile Penanganan Bencana Dan Keadaan Darurat Berbasis Prosedur Dan Objek Pendukung,"F Fitriansyah, S Fauziati, B Adji",,2013,Mobile Application for Disaster Management and Emergency Based on Procedures and Supporting Objects
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,Sistem pendukung pengambilan keputusan berkriteria banyak,S FAUZIATI,,2004,A multi-criteria decision-making support system
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,Collaborative and Content-Based Filtering Hybrid Method on Tourism Recommender System to Promote Less Explored Areas,"NWPY Praditya, AE Permanasari, I Hidayah, MI Zulfa, S Fauziati",,,Collaborative and Content-Based Filtering Hybrid Method on Tourism Recommender System to Promote Less Explored Areas
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,"PERENCANAAN STRATEGIS SISTEM INFORMASI MENGGUNAKAN PENDEKATAN WARD AND PEPPARD (STUDI KASUS: DINAS PERHUBUNGAN, KOMUNIKASI DAN INFORMATIKA KABUPATEN CILACAP)","AA Wibowo, E Nugroho, S Fauziati",,,"INFORMATION SYSTEM STRATEGIC PLANNING USING WARD AND PEPPARD APPROACH (CASE STUDY: DEPARTMENT OF TRANSPORTATION, COMMUNICATION AND INFORMATICS IN CILACAP REGENCY)"
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,Model Analisis Faktor yang Berpengaruh Terhadap Kolaborasi Online dan Peningkatan Kinerja Individu Pada Institusi Pendidikan,"WWW Firlina, S Fauziati",,,Model Analysis of Factors Influencing Online Collaboration and Improving Individual Performance in Educational Institutions
"Dr.Eng. Silmi Fauziati, S.T., M.T.",Data & AI,"2019 4th International Conference on Information Technology, Information Systems and Electrical Engineering (ICITISEE)","A Yaqin, A Dahlan, T Hidayat, WE Sari, S Fauziati, N Iksan, ED Udayanti, ...",,,"2019 4th International Conference on Information Technology, Information Systems and Electrical Engineering (ICITISEE)"
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Cosine similarity to determine similarity measure: Study case in online essay assessment,"AR Lahitani, AE Permanasari, NA Setiawan",180,2016,Cosine similarity to determine similarity measure: Study case in online essay assessment
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Rancang Bangun Sistem Pendukung Keputusan Pemilihan Mahasiswa Berprestasi Menggunakan Metode AHP dan Promethee,"J Lemantara, NA Setiawan, MN Aji",128,2013,Design and Development of Achievement Student Selection Decision Support Systems Using the AHP and Promethee Methods
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Diagnosis of coronary artery disease using artificial intelligence based decision support system,"NA Setiawan, PA Venkatachalam, AFM Hani","82
*",2009,Diagnosis of coronary artery disease using artificial intelligence based decision support system
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Missing attribute value prediction based on artificial neural network and rough set theory,"NA Setiawan, PA Venkatachalam, AFM Hani",53,2008,Missing attribute value prediction based on artificial neural network and rough set theory
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Recurrent neural network language model for English-Indonesian Machine Translation: Experimental study,"A Hermanto, TB Adji, NA Setiawan",47,2015,Recurrent neural network language model for English-Indonesian Machine Translation: Experimental study
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Real-time traffic classification with Twitter data mining,"DA Kurniawan, S Wibirama, NA Setiawan",44,2016,Real-time traffic classification with Twitter data mining
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Rule selection for coronary artery disease diagnosis based on rough set,"NA Setiawan, PA Venkatachalam, AF Mohd Hani",43,2009,Rule selection for coronary artery disease diagnosis based on rough set
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Penggunaan metodologi analisa komponen utama (PCA) untuk mereduksi faktor-faktor yang mempengaruhi penyakit jantung koroner,"G Hendro, TB Adji, NA Setiawan",36,2012,Use of principal component analysis (PCA) methodology to reduce the factors that influence coronary heart disease
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Comparison of machine learning algorithms for soil type classification,"PA Harlianto, TB Adji, NA Setiawan",35,2017,Comparison of machine learning algorithms for soil type classification
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Pembobotan Korelasi pada Naive Bayes Classifier,"BA Muktamar, NA Setiawan, TB Adji","30
*",2015,Correlation Weighting in the Naive Bayes Classifier
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Rule extraction for fuzzy expert system to diagnose coronary artery disease,"WM Baihaqi, NA Setiawan, I Ardiyanto",29,2016,Rule extraction for fuzzy expert system to diagnose coronary artery disease
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Performance evaluation of combined feature selection and classification methods in diagnosing parkinson disease based on voice feature,"MS Wibawa, HA Nugroho, NA Setiawan",19,2015,Performance evaluation of combined feature selection and classification methods in diagnosing parkinson disease based on voice feature
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Feature selection methods in improving accuracy of classifying students' academic performance,"L Rahman, NA Setiawan, AE Permanasari",18,2017,Feature selection methods in improving accuracy of classifying students' academic performance
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Comparison analysis of data mining methodology and student performance improvement influence factors in small data set,"K Maharani, TB Adji, NA Setiawan, I Hidayah",18,2015,Comparison analysis of data mining methodology and student performance improvement influence factors in small data set
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,A comparison of classification methods on diagnosis of thyroid diseases,"IMD Maysanjaya, HA Nugroho, NA Setiawan",18,2015,A comparison of classification methods on diagnosis of thyroid diseases
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Missing data estimation on heart disease using artificial neural network and rough set theory,"NA Setiawan, PA Venkatachalam, AFM Hani",17,2007,Missing data estimation on heart disease using artificial neural network and rough set theory
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Wart treatment method selection using AdaBoost with random forests as a weak learner,"MA Putra, NA Setiawan, S Wibirama",16,2018,Wart treatment method selection using AdaBoost with random forests as a weak learner
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Automated segmentation of optic disc area using mathematical morphology and active contour,"HA Nugroho, L Listyalina, NA Setiawan, S Wibirama, DA Dharmawan",16,2015,Automated segmentation of optic disc area using mathematical morphology and active contour
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Cardiac sound classification using mel-frequency cepstral coefficients (MFCC) and artificial neural network (ANN),"M Rahmandani, HA Nugroho, NA Setiawan",15,2018,Cardiac sound classification using mel-frequency cepstral coefficients (MFCC) and artificial neural network (ANN)
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Robust pupil localization algorithm based on circular Hough transform for extreme pupil occlusion,"MT Setiawan, S Wibirama, NA Setiawan",15,2018,Robust pupil localization algorithm based on circular Hough transform for extreme pupil occlusion
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Channel selection for common spatial pattern Based on energy calculation of motor imagery EEG signal,"H Fauzi, MI Shapiai, NA Setiawan, J Jaafar, M Mustafa",15,2017,Channel selection for common spatial pattern Based on energy calculation of motor imagery EEG signal
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,A hybrid feature selection method using multiclass SVM for diagnosis of erythemato-squamous disease,"Maryam, NA Setiawan, O Wahyunggoro",15,2017,A hybrid feature selection method using multiclass SVM for diagnosis of erythemato-squamous disease
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Random forest weighting based feature selection for c4. 5 algorithm on wart treatment selection method,"HW Nugroho, TB Adji, NA Setiawan",14,2018,Random forest weighting based feature selection for c4. 5 algorithm on wart treatment selection method
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Perbandingan Algoritme J48 Dan Nbtree Untuk Klasifikasi Diagnosa Penyakit Pada Soybean,"S Diwandari, NA Setiawan",14,2015,Comparison of J48 and Nbtree Algorithms for Diagnosing Classification of Soybean Diseases
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Benchmarking of feature selection techniques for coronary artery disease diagnosis,"NA Setiawan, DW Prabowo, HA Nugroho",14,2014,Benchmarking of feature selection techniques for coronary artery disease diagnosis
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Spontaneous gaze gesture interaction in the presence of noises and various types of eye movements,"S Wibirama, S Murnani, NA Setiawan",13,2020,Spontaneous gaze gesture interaction in the presence of noises and various types of eye movements
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Question classification on question-answer system using bidirectional-LSTM,"R Anhar, TB Adji, NA Setiawan",13,2019,Question classification on question-answer system using bidirectional-LSTM
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Power Transformer Incipient Faults Diagnosis Using Dissolved Gas Analysis and Rough Set,"NA Setiawan, Z Adhiarga",13,2012,Power Transformer Incipient Faults Diagnosis Using Dissolved Gas Analysis and Rough Set
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Dynamic UAV path planning for moving target intercept in 3D,"HH Triharminto, TB Adji, NA Setiawan",13,2011,Dynamic UAV path planning for moving target intercept in 3D
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,A comparative study of imputation methods to predict missing attribute values in coronary heart disease data set,"NA Setiawan, PA Venkatachalam, AFM Hani",13,2008,A comparative study of imputation methods to predict missing attribute values in coronary heart disease data set
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Gender recognition using PCA and LDA with improve preprocessing and classification technique,"R Ferizal, S Wibirama, NA Setiawan",12,2017,Gender recognition using PCA and LDA with improve preprocessing and classification technique
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Analisis Perbandingan Komputasi GPU dengan CUDA dan Komputasi CPU untuk Image dan video processing,"B Kurniawan, TB Adji, NA Setiawan",12,2015,Comparative Analysis of GPU Computing with CUDA and CPU Computing for Image and Video Processing
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Contrast measurement for no-reference retinal image quality assessment,"HA Nugroho, T Yulianti, NA Setiawan, DA Dharmawan",12,2014,Contrast measurement for no-reference retinal image quality assessment
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Fuzzy decision support system for coronary artery disease diagnosis based on rough set theory,NA Setiawan,12,2014,Fuzzy decision support system for coronary artery disease diagnosis based on rough set theory
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Hybrid resampling to handle imbalanced class on classification of student performance in classroom,"Y Pristyanto, NA Setiawan, I Ardiyanto",11,2017,Hybrid resampling to handle imbalanced class on classification of student performance in classroom
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,IMPLEMENTASI DATA MINING DENGAN SELEKSI FITUR UNTUK KLASIFIKASI SERANGAN INTRUSION DETECTION SYSTEM (IDS),"D Mongkareng, AE Permanasari",11,2017,DATA MINING IMPLEMENTATION WITH FEATURE SELECTION FOR CLASSIFICATION OF INTRUSION DETECTION SYSTEM (IDS) ATTACKS
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Metode klasifikasi data mining dan teknik sampling SMOTE menangani class imbalance untuk segmentasi customer pada industri perbankan,"H Hairani, NA Setiawan, TB Adji",11,2016,The data mining classification method and SMOTE sampling technique handle class imbalance for customer segmentation in the banking industry
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Evaluation function effectiveness in Wireless Sensor Network routing using A-star algorithm,"R Septiana, I Soesanti, NA Setiawan",11,2016,Evaluation function effectiveness in Wireless Sensor Network routing using A-star algorithm
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Comparative study of attribute reduction on arrhythmia classification dataset,"AG Persada, NA Setiawan, HA Nugroho",11,2013,Comparative study of attribute reduction on arrhythmia classification dataset
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Cascade generalization for breast cancer detection,"KA Nugroho, NA Setiawan, TB Adji",11,2013,Cascade generalization for breast cancer detection
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Machinery equipment early fault detection using Artificial Neural Network based Autoencoder,"TH Dwiputranto, NA Setiawan, TB Aji",10,2017,Machinery equipment early fault detection using Artificial Neural Network based Autoencoder
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Classification of Human Concentration in EEG Signals using Hilbert Huang Transform.,"FAA Aziz, MI Shapiai, NA Setiawan, Y Mitsukura",10,2017,Classification of Human Concentration in EEG Signals using Hilbert Huang Transform.
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Analisis jejaring media sosial untuk pemetaan pada komunitas online,"I Yuliana, PI Santosa, NA Setiawan",10,2015,Analysis of social media networks for mapping on online communities
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Optimalisasi Algoritma Dijkstra dalam menghadapi perbedaan bobot jalur pada waktu yang berbeda,"I Setiyadi, TB Adji, NA Setiawan",10,2015,Optimization of Dijkstra's Algorithm in dealing with different path weights at different times
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,UAV Dynamic Path Planning for Intercepting of a Moving Target: A Review,"H Himawan Triharminto, AS Prabuwono, TB Adji, NA Setiawan, ...",10,2013,UAV Dynamic Path Planning for Intercepting of a Moving Target: A Review
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,A study on signal complexity measurement for epileptic seizure detection,"I Wijayanto, R Hartanto, HA Nugroho, NA Setiawan",9,2019,A study on signal complexity measurement for epileptic seizure detection
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Analytical incremental learning for power transformer incipient fault diagnosis based on dissolved gas analysis,"N Ardi, NA Setiawan, TB Adji",9,2019,Analytical incremental learning for power transformer incipient fault diagnosis based on dissolved gas analysis
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Implementation of scalable k-means++ clustering for passengers temporal pattern analysis in public transportation system (BRT Trans Jogja case study),"F Dzikrullah, NA Setiawan, S Sulistyo",9,2016,Implementation of scalable k-means++ clustering for passengers temporal pattern analysis in public transportation system (BRT Trans Jogja case study)
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Butterfly Image Classification Using Convolutional Neural Network (CNN),"F Fauzi, AE Permanasari, NA Setiawan",8,2021,Butterfly Image Classification Using Convolutional Neural Network (CNN)
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,A improving feature selection on heart disease dataset with Boruta approach,"MA Manhar, I Soesanti, NA Setiawan",8,2020,A improving feature selection on heart disease dataset with Boruta approach
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,The design of spatial selection using CUR decomposition to improve common spatial pattern for multi-trial EEG classification,"H Fauzi, MI Shapiai, R Yusof, GB Remijn, NA Setiawan, Z Ibrahim",8,2017,The design of spatial selection using CUR decomposition to improve common spatial pattern for multi-trial EEG classification
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Segmentation of Plasmodium vivax phase on digital microscopic images of thin blood films using colour channel combination and Otsu method,"IMD Maysanjaya, HA Nugroho, NA Setiawan, EEH Murhandarwati",8,2016,Segmentation of Plasmodium vivax phase on digital microscopic images of thin blood films using colour channel combination and Otsu method
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Internal content classification of ultrasound thyroid nodules based on textural features,"A Nugroho, HA Nugroho, NA Setiawan, L Choridah",8,2016,Internal content classification of ultrasound thyroid nodules based on textural features
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,3D dynamic UAV path planning for interception of moving target in cluttered environment,"HH Triharminto, TB Adji, NA Setiawan",8,2013,3D dynamic UAV path planning for interception of moving target in cluttered environment
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Deep learning methods for EEG signals classification of motor imagery in BCI,"MF Saputra, NA Setiawan, I Ardiyanto",7,2019,Deep learning methods for EEG signals classification of motor imagery in BCI
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Analisis kebutuhan sistem informasi arsip bangunan berbasis user centered design (UCD),"A Setyoningrum, PI Santosa, NA Setiawan",7,2017,Analysis of the needs of building archive information systems based on user centered design (UCD)
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,A study of data randomization on a computer based feature selection for diagnosing coronary artery disease,"DW Prabowo, NA Setiawan, HA Nugroho",7,2014,A study of data randomization on a computer based feature selection for diagnosing coronary artery disease
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Adaptive dynamic path planning algorithm for interception of a moving target,"HH Triharminto, AS Prabuwono, TB Adji, NA Setiawan",7,2013,Adaptive dynamic path planning algorithm for interception of a moving target
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Improving normalization method of higher-order neural network in the forecasting of oil production,"J Prasetyo, NA Setiawan, TB Adji",6,2020,Improving normalization method of higher-order neural network in the forecasting of oil production
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Leaves image synthesis using generative adversarial networks with regularization improvement,"ME Purbaya, NA Setiawan, TB Adji",6,2018,Leaves image synthesis using generative adversarial networks with regularization improvement
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Perancangan Sistem Penjadwalan untuk Manajemen Penggunaan Ruangan Berbasis Google Calendar,"MW Mustika, NA Setiawan",6,2018,Scheduling System Design for Room Use Management Based on Google Calendar
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Removing ocular artefacts in EEG signals by using combination of complete EEMD (CEEMD)—independent component analysis (ICA) based outlier data,"BA Pramudita, YD Nugroho, I Ardiyanto, MI Shapiai, NA Setiawan",6,2017,Removing ocular artefacts in EEG signals by using combination of complete EEMD (CEEMD)—independent component analysis (ICA) based outlier data
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Masking covariance for common spatial pattern as feature extraction,"H Asyraf, MI Shapiai, NA Setiawan, WW Musa",6,2016,Masking covariance for common spatial pattern as feature extraction
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Work in progress: Application of unsupervised learning method toward student's metacognition assessment,"I Hidayah, TB Adji, NA Setiawan, K Maharani",6,2016,Work in progress: Application of unsupervised learning method toward student's metacognition assessment
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Decision support system for heart disease diagnosing using K-NN algorithm,"T Yuwono, NA Setiawan, HA Nugroho, AG Persada, I Prasojo, SK Dewi, ...",6,2015,Decision support system for heart disease diagnosing using K-NN algorithm
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Perancangan sistem penjadwalan untuk manajemen penggunaan ruangan berbasis google calendar,"M Mukhtar, IW Mustika, NA Setiawan",6,2015,Scheduling system design for google calendar-based room usage management
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Perancangan Ontologi sebagai Teknologi Penyimpanan Informasi untuk Penelusuran Pustaka pada SIRREF JTETI UGM,"KDP Novianti, NA Setiawan, SS Kusumawardani",6,2014,Design of Ontology as Information Storage Technology for Library Search at SIRREF JTETI UGM
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Communication ethics in the book of Adabul Mufrad by Imam Al-Bukhari,"S Afifi, NA Setiawan",5,2021,Communication ethics in the book of Adabul Mufrad by Imam Al-Bukhari
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Machine learning algorithm for improving performance on 3 AQ-screening classification,"TG Pratama, R Hartanto, NA Setiawan",5,2019,Machine learning algorithm for improving performance on 3 AQ-screening classification
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Improving deep learning classifier for fetus hypoxia detection in cardiotocography signal,"MA Ma’sum, PRD Intan, W Jatmiko, AA Krisnadhi, NA Setiawan, ...",5,2019,Improving deep learning classifier for fetus hypoxia detection in cardiotocography signal
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,A Comparative Analysis of Tree-based Machine Learning Algorithms for Breast Cancer Detection,"FY A'la, AE Permanasari, NA Setiawan",5,2019,A Comparative Analysis of Tree-based Machine Learning Algorithms for Breast Cancer Detection
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Improved ranking based collaborative filtering using SVD and borda algorithm,"MI Ardiansyah, TB Adji, NA Setiawan",5,2019,Improved ranking based collaborative filtering using SVD and borda algorithm
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,A Framework for Improving Recommendation in Adaptive Metacognitive Scaffolding,"I Hidayah, TB Adji, NA Setiawan",5,2018,A Framework for Improving Recommendation in Adaptive Metacognitive Scaffolding
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Analisis Motivasi Hedonis Seseorang Dalam Menggunakan Media Sosial: Studi Kasus Instagram,"KA Utama, E Nugroho, NA Setiawan",5,2017,Analysis of Someone's Hedonic Motivation in Using Social Media: Instagram Case Study
